GeneID	Ensembl_protein_identifier
109331	ENSMUSP00000128546.2
109331	ENSMUSP00000029989.5
109332	ENSMUSP00000042057.8
109333	ENSMUSP00000039566.9
109335	-
109342	ENSMUSP00000054407.5
109342	ENSMUSP00000114523.2
109342	ENSMUSP00000118196.2
109344	-
109346	ENSMUSP00000141712.2
109346	ENSMUSP00000001172.6
109349	ENSMUSP00000127556.2
109359	ENSMUSP00000081541.7
109552	ENSMUSP00000118221.2
109552	ENSMUSP00000086165.5
109575	ENSMUSP00000037401.8
109593	ENSMUSP00000125589.2
109593	ENSMUSP00000124762.2
109593	ENSMUSP00000145048.2
109593	ENSMUSP00000124862.2
109593	ENSMUSP00000125335.2
109594	ENSMUSP00000146752.2
109594	ENSMUSP00000146588.2
109594	ENSMUSP00000037079.8
109620	ENSMUSP00000117252.2
109620	ENSMUSP00000115062.2
109624	ENSMUSP00000110678.2
109624	ENSMUSP00000110673.2
109624	ENSMUSP00000110679.2
109637	ENSMUSP00000006476.5
109648	ENSMUSP00000031843.7
109652	-
109652	ENSMUSP00000024031.7
109658	ENSMUSP00000081285.6
109658	ENSMUSP00000042153.10
109660	ENSMUSP00000034368.7
109663	ENSMUSP00000001701.4
109672	ENSMUSP00000025549.8
109672	ENSMUSP00000124480.2
109674	ENSMUSP00000099697.2
109674	-
109674	ENSMUSP00000077946.6
109674	ENSMUSP00000099698.2
109676	ENSMUSP00000138753.4
109676	ENSMUSP00000043765.8
109676	ENSMUSP00000138620.4
109685	ENSMUSP00000042667.3
109689	ENSMUSP00000095866.3
109689	ENSMUSP00000032995.9
109697	ENSMUSP00000031806.10
109700	ENSMUSP00000077132.7
109711	ENSMUSP00000127176.2
109711	ENSMUSP00000021554.9
109731	ENSMUSP00000040550.7
109754	ENSMUSP00000018186.10
109754	ENSMUSP00000124062.3
109778	ENSMUSP00000002064.9
109785	ENSMUSP00000072390.7
109785	ENSMUSP00000070871.5
109791	ENSMUSP00000110433.2
109791	ENSMUSP00000025062.4
109801	ENSMUSP00000126586.2
109801	ENSMUSP00000158296.2
109815	ENSMUSP00000099301.7
109820	ENSMUSP00000024782.6
109821	ENSMUSP00000034064.4
109821	-
109828	ENSMUSP00000106317.4
109857	ENSMUSP00000047712.7
109880	ENSMUSP00000002487.9
109880	ENSMUSP00000099036.4
109889	ENSMUSP00000138387.2
109889	ENSMUSP00000138271.2
109900	ENSMUSP00000124274.2
109900	ENSMUSP00000124579.2
109900	ENSMUSP00000125143.3
109901	ENSMUSP00000023775.8
109904	ENSMUSP00000033478.5
109904	ENSMUSP00000067075.5
109904	ENSMUSP00000099070.4
109905	ENSMUSP00000088174.7
109905	ENSMUSP00000142634.2
109910	ENSMUSP00000037971.9
109929	ENSMUSP00000128471.2
109929	ENSMUSP00000134748.2
109934	ENSMUSP00000068982.8
109934	ENSMUSP00000104045.3
109934	ENSMUSP00000091551.5
109934	ENSMUSP00000072522.7
109959	ENSMUSP00000096270.4
109978	ENSMUSP00000032341.3
109979	ENSMUSP00000113510.2
109979	ENSMUSP00000112648.2
109979	ENSMUSP00000114083.2
109979	ENSMUSP00000113074.2
109979	ENSMUSP00000108706.3
110006	ENSMUSP00000106940.2
110006	ENSMUSP00000106939.2
110006	ENSMUSP00000026613.8
110012	ENSMUSP00000020552.7
110032	-
110033	ENSMUSP00000032915.7
110052	ENSMUSP00000021807.7
110058	ENSMUSP00000145087.2
110058	ENSMUSP00000144987.2
110058	ENSMUSP00000080284.5
110058	ENSMUSP00000147122.2
110074	ENSMUSP00000080767.8
110074	ENSMUSP00000057854.9
110075	ENSMUSP00000142907.2
110075	ENSMUSP00000031278.5
110078	ENSMUSP00000035743.8
110082	ENSMUSP00000069751.7
110083	ENSMUSP00000022433.6
110084	ENSMUSP00000043281.8
110094	ENSMUSP00000107999.3
110094	ENSMUSP00000107996.2
110094	ENSMUSP00000107995.2
110094	ENSMUSP00000033652.3
110095	ENSMUSP00000071231.7
110109	ENSMUSP00000047123.9
110115	ENSMUSP00000127888.2
110119	ENSMUSP00000034856.9
110135	ENSMUSP00000039472.4
110147	ENSMUSP00000094955.4
110147	ENSMUSP00000109667.3
110147	ENSMUSP00000013931.6
110147	ENSMUSP00000077208.7
110157	ENSMUSP00000108571.2
110157	ENSMUSP00000000451.8
110168	ENSMUSP00000061410.8
110172	ENSMUSP00000021243.10
110173	ENSMUSP00000029814.10
110175	ENSMUSP00000120154.2
110183	-
110187	ENSMUSP00000082763.4
110196	ENSMUSP00000080531.9
110197	ENSMUSP00000023578.8
110197	ENSMUSP00000087371.4
110198	ENSMUSP00000073459.7
110208	ENSMUSP00000081141.7
110213	ENSMUSP00000125563.2
110213	ENSMUSP00000125117.2
110213	ENSMUSP00000124651.2
110213	ENSMUSP00000023749.9
110253	ENSMUSP00000105309.3
110253	ENSMUSP00000155397.2
110253	ENSMUSP00000105312.4
110253	ENSMUSP00000105311.3
110253	ENSMUSP00000122988.4
110257	ENSMUSP00000090895.4
110265	ENSMUSP00000147689.2
110265	ENSMUSP00000148189.2
110265	ENSMUSP00000065754.8
110279	ENSMUSP00000126377.2
110304	ENSMUSP00000000275.9
110308	ENSMUSP00000023709.6
110310	ENSMUSP00000069900.9
110312	ENSMUSP00000044352.8
110323	ENSMUSP00000075150.5
110326	ENSMUSP00000030792.2
110332	ENSMUSP00000056682.4
110333	-
110350	ENSMUSP00000120322.2
110350	ENSMUSP00000046733.7
110350	ENSMUSP00000116679.2
110351	ENSMUSP00000042473.6
110351	ENSMUSP00000101461.2
110351	ENSMUSP00000095448.5
110355	ENSMUSP00000086114.5
110355	-
110355	ENSMUSP00000025791.6
110379	ENSMUSP00000032440.5
110380	ENSMUSP00000057500.5
110380	-
110380	ENSMUSP00000098701.3
110382	ENSMUSP00000066940.7
110382	ENSMUSP00000031663.4
110385	ENSMUSP00000105722.3
110385	ENSMUSP00000034307.8
110385	ENSMUSP00000159363.2
110391	ENSMUSP00000015950.6
110417	ENSMUSP00000072018.8
110446	ENSMUSP00000034547.6
110454	ENSMUSP00000140638.2
110454	ENSMUSP00000140998.2
110454	ENSMUSP00000140287.2
110454	ENSMUSP00000140099.2
110460	ENSMUSP00000007005.8
110511	ENSMUSP00000149859.2
110521	ENSMUSP00000056147.6
110524	ENSMUSP00000057859.7
110524	-
110524	-
110524	-
110524	-
110532	ENSMUSP00000095976.3
110532	ENSMUSP00000020496.8
110532	-
110532	-
110542	ENSMUSP00000023809.5
110557	ENSMUSP00000134550.2
110593	ENSMUSP00000101404.2
110595	ENSMUSP00000032462.7
110596	ENSMUSP00000158740.2
110596	ENSMUSP00000105053.2
110596	-
110606	ENSMUSP00000035498.10
110611	ENSMUSP00000043047.8
110611	ENSMUSP00000127903.2
110611	ENSMUSP00000139671.2
110612	-
110616	ENSMUSP00000125378.2
110616	ENSMUSP00000021606.6
110616	ENSMUSP00000125082.2
110637	ENSMUSP00000110515.2
110639	ENSMUSP00000026839.5
110648	ENSMUSP00000028003.7
110651	ENSMUSP00000033671.7
110651	ENSMUSP00000108112.2
110695	ENSMUSP00000133372.2
110695	ENSMUSP00000065089.7
110696	ENSMUSP00000073236.4
110749	ENSMUSP00000113684.2
110749	ENSMUSP00000023666.5
110750	ENSMUSP00000002790.8
110750	-
110751	ENSMUSP00000052486.4
110751	ENSMUSP00000105861.3
110751	ENSMUSP00000122608.2
110751	-
110759	-
110760	-
110761	-
110762	-
110763	-
110784	ENSMUSP00000105538.2
110784	ENSMUSP00000034031.6
110784	ENSMUSP00000105539.3
110784	ENSMUSP00000118222.2
110785	-
110786	-
110787	-
110789	ENSMUSP00000093245.5
110794	ENSMUSP00000068927.7
110796	ENSMUSP00000089388.6
110796	ENSMUSP00000157454.2
110805	ENSMUSP00000092715.3
110809	ENSMUSP00000133517.2
110809	ENSMUSP00000120595.3
110816	ENSMUSP00000045812.10
110821	ENSMUSP00000038763.7
110826	ENSMUSP00000004729.4
110829	ENSMUSP00000020077.4
110829	ENSMUSP00000101108.2
110829	ENSMUSP00000020078.7
110829	ENSMUSP00000158997.2
110834	ENSMUSP00000034851.6
110835	ENSMUSP00000150942.2
110835	ENSMUSP00000149366.2
110835	ENSMUSP00000091365.4
110842	ENSMUSP00000034866.9
110854	ENSMUSP00000046837.4
110855	ENSMUSP00000107948.2
110855	ENSMUSP00000025956.6
110862	ENSMUSP00000063380.7
110876	ENSMUSP00000097645.4
110876	ENSMUSP00000143882.2
110877	ENSMUSP00000046924.7
110880	ENSMUSP00000021056.8
110886	ENSMUSP00000145685.2
110886	ENSMUSP00000063276.7
110886	ENSMUSP00000146238.2
110891	ENSMUSP00000128926.3
110891	ENSMUSP00000147497.2
110893	ENSMUSP00000082334.6
110893	ENSMUSP00000138735.2
110893	ENSMUSP00000063258.8
110895	ENSMUSP00000027233.8
110902	ENSMUSP00000145896.2
110902	ENSMUSP00000022620.10
110911	ENSMUSP00000086886.5
110911	ENSMUSP00000105786.2
110911	ENSMUSP00000099470.5
110920	ENSMUSP00000048817.9
110920	ENSMUSP00000109882.2
110931	-
110935	ENSMUSP00000006431.7
110948	ENSMUSP00000153773.2
110948	ENSMUSP00000130981.2
110954	ENSMUSP00000008826.8
110956	ENSMUSP00000160202.1
110956	ENSMUSP00000160207.1
110957	ENSMUSP00000035261.2
110958	ENSMUSP00000109613.4
110959	ENSMUSP00000047778.6
110960	ENSMUSP00000022849.6
110962	ENSMUSP00000112805.2
110962	ENSMUSP00000026476.7
110971	-
111173	ENSMUSP00000139031.2
111173	ENSMUSP00000078534.4
111173	ENSMUSP00000138823.2
111173	ENSMUSP00000139152.2
111173	ENSMUSP00000139030.2
111173	ENSMUSP00000139256.2
111173	ENSMUSP00000139118.2
111174	ENSMUSP00000049527.5
111175	ENSMUSP00000027381.7
111241	ENSMUSP00000100667.3
111266	-
111283	-
111368	ENSMUSP00000122345.3
111368	ENSMUSP00000116195.3
111970	-
111975	-
112403	ENSMUSP00000137234.2
112403	ENSMUSP00000047018.9
112403	ENSMUSP00000134332.2
112405	ENSMUSP00000034469.6
112406	ENSMUSP00000078966.5
112406	ENSMUSP00000104019.2
112407	ENSMUSP00000041874.4
112408	ENSMUSP00000032315.3
112415	ENSMUSP00000112494.2
112415	ENSMUSP00000075755.7
112417	ENSMUSP00000075255.4
112418	ENSMUSP00000035234.5
112419	ENSMUSP00000093816.3
112422	ENSMUSP00000038153.8
113845	ENSMUSP00000073121.2
113846	ENSMUSP00000074422.2
113847	ENSMUSP00000086839.3
113848	ENSMUSP00000086840.3
113849	ENSMUSP00000153951.2
113850	ENSMUSP00000077479.5
113851	ENSMUSP00000063052.3
113852	ENSMUSP00000080407.2
113853	ENSMUSP00000075455.3
113854	ENSMUSP00000145135.3
113855	ENSMUSP00000074655.2
113855	ENSMUSP00000154581.2
113856	ENSMUSP00000075197.2
113857	ENSMUSP00000145199.2
113858	ENSMUSP00000134901.2
113859	ENSMUSP00000129069.2
113860	ENSMUSP00000071272.3
113861	-
113862	ENSMUSP00000077924.2
113863	ENSMUSP00000154252.2
113864	ENSMUSP00000135207.3
113865	ENSMUSP00000154074.2
113868	ENSMUSP00000042351.6
113869	-
113870	-
113871	-
113872	-
113873	-
113874	-
114128	ENSMUSP00000022867.4
114141	ENSMUSP00000124528.2
114142	ENSMUSP00000111132.2
114142	ENSMUSP00000111137.2
114142	ENSMUSP00000031545.8
114143	ENSMUSP00000119988.3
114143	ENSMUSP00000047682.8
114228	ENSMUSP00000031910.8
114229	ENSMUSP00000040516.3
114229	ENSMUSP00000151936.2
114230	ENSMUSP00000036279.4
114241	-
114249	ENSMUSP00000040684.10
114249	ENSMUSP00000091505.5
114249	ENSMUSP00000113419.2
114249	ENSMUSP00000112816.2
114249	ENSMUSP00000040071.10
114255	ENSMUSP00000043554.8
114255	ENSMUSP00000148355.2
114301	ENSMUSP00000044693.8
114304	ENSMUSP00000022036.8
114332	ENSMUSP00000033050.4
114479	ENSMUSP00000000809.3
114564	ENSMUSP00000091219.2
114565	ENSMUSP00000068283.8
114565	ENSMUSP00000052127.8
114565	ENSMUSP00000156033.2
114565	ENSMUSP00000109363.3
114566	ENSMUSP00000023713.8
114570	ENSMUSP00000109092.4
114570	ENSMUSP00000024764.6
114584	ENSMUSP00000007257.10
114585	ENSMUSP00000061264.6
114601	ENSMUSP00000157612.2
114601	ENSMUSP00000126740.2
114601	ENSMUSP00000037656.9
114601	ENSMUSP00000157990.2
114602	ENSMUSP00000010188.8
114602	-
114604	ENSMUSP00000113791.2
114604	ENSMUSP00000093533.4
114604	-
114606	ENSMUSP00000117287.2
114606	-
114606	ENSMUSP00000071905.3
114606	-
114615	ENSMUSP00000041793.3
114640	ENSMUSP00000041047.6
114640	ENSMUSP00000147367.2
114641	ENSMUSP00000137631.2
114641	ENSMUSP00000136354.2
114641	ENSMUSP00000083722.7
114642	ENSMUSP00000108297.4
114642	ENSMUSP00000031215.9
114643	ENSMUSP00000112584.2
114644	ENSMUSP00000029208.9
114652	ENSMUSP00000039151.3
114654	ENSMUSP00000007259.4
114654	-
114661	ENSMUSP00000015267.5
114662	ENSMUSP00000024993.8
114663	ENSMUSP00000025403.7
114664	ENSMUSP00000031251.10
114666	ENSMUSP00000095555.3
114668	-
114671	ENSMUSP00000097613.4
114673	-
114674	ENSMUSP00000016086.4
114675	-
114679	ENSMUSP00000092041.6
114712	ENSMUSP00000058994.4
114713	ENSMUSP00000034984.7
114714	ENSMUSP00000007790.5
114714	ENSMUSP00000064079.7
114715	ENSMUSP00000106526.2
114715	ENSMUSP00000028829.7
114716	ENSMUSP00000090987.6
114716	ENSMUSP00000159978.1
114741	ENSMUSP00000042283.8
114774	ENSMUSP00000092951.4
114863	ENSMUSP00000147943.2
114863	ENSMUSP00000096450.5
114863	ENSMUSP00000147611.2
114863	ENSMUSP00000033875.9
114868	ENSMUSP00000092389.4
114871	ENSMUSP00000019291.6
114872	ENSMUSP00000075320.6
114873	ENSMUSP00000034592.10
114874	ENSMUSP00000050088.7
114874	ENSMUSP00000084577.6
114874	ENSMUSP00000107459.3
114875	ENSMUSP00000032356.7
114886	ENSMUSP00000021166.6
114889	ENSMUSP00000039088.9
114893	ENSMUSP00000103817.6
114893	ENSMUSP00000137324.2
114893	ENSMUSP00000143243.2
114893	ENSMUSP00000115420.4
114896	ENSMUSP00000001520.8
114896	-
116701	ENSMUSP00000108179.4
116701	ENSMUSP00000013633.9
116731	ENSMUSP00000068828.5
116732	ENSMUSP00000040894.2
116733	ENSMUSP00000034388.10
116746	ENSMUSP00000060836.4
116748	ENSMUSP00000136585.2
116748	ENSMUSP00000061913.8
116810	ENSMUSP00000047951.6
116811	-
116837	ENSMUSP00000080259.8
116837	ENSMUSP00000095417.8
116837	ENSMUSP00000110928.4
116837	ENSMUSP00000095418.5
116837	ENSMUSP00000131808.2
116838	ENSMUSP00000048719.10
116838	ENSMUSP00000154153.2
116838	ENSMUSP00000153868.2
116838	ENSMUSP00000080711.6
116838	ENSMUSP00000154531.2
116847	ENSMUSP00000048803.6
116848	ENSMUSP00000044359.9
116848	ENSMUSP00000151445.2
116848	ENSMUSP00000151961.2
116848	ENSMUSP00000129803.3
116849	ENSMUSP00000128415.2
116852	ENSMUSP00000079232.6
116852	ENSMUSP00000152648.2
116870	ENSMUSP00000105349.3
116870	ENSMUSP00000009099.7
116870	ENSMUSP00000105348.2
116870	-
116871	ENSMUSP00000107971.4
116871	ENSMUSP00000107968.3
116871	ENSMUSP00000107969.2
116871	ENSMUSP00000068931.9
116872	ENSMUSP00000083896.5
116873	ENSMUSP00000113174.3
116873	ENSMUSP00000143855.2
116891	ENSMUSP00000127568.2
116891	ENSMUSP00000117052.2
116903	ENSMUSP00000032902.5
116904	ENSMUSP00000102971.2
116905	ENSMUSP00000042162.5
116911	-
116913	ENSMUSP00000079588.7
116914	ENSMUSP00000123870.2
116914	ENSMUSP00000037561.6
116939	ENSMUSP00000043826.5
116940	ENSMUSP00000054112.6
116972	ENSMUSP00000114936.2
116972	ENSMUSP00000091553.4
117004	ENSMUSP00000097426.2
117005	ENSMUSP00000097428.2
117066	ENSMUSP00000058359.8
117066	ENSMUSP00000153399.2
117109	ENSMUSP00000080215.7
117109	ENSMUSP00000118408.2
117146	ENSMUSP00000073652.6
117146	-
117147	ENSMUSP00000036140.7
117148	ENSMUSP00000095966.4
117149	ENSMUSP00000135435.2
117149	ENSMUSP00000135876.2
117149	ENSMUSP00000135462.2
117149	ENSMUSP00000135224.2
117150	ENSMUSP00000013970.8
117158	ENSMUSP00000140375.2
117158	ENSMUSP00000140476.2
117158	ENSMUSP00000038872.7
117160	ENSMUSP00000037821.6
117167	ENSMUSP00000111081.2
117171	ENSMUSP00000071698.6
117171	ENSMUSP00000154907.2
117172	ENSMUSP00000140130.2
117197	ENSMUSP00000071840.4
117198	ENSMUSP00000107518.4
117198	ENSMUSP00000095150.2
117198	ENSMUSP00000023918.7
117229	ENSMUSP00000102356.3
117229	ENSMUSP00000112515.2
117229	ENSMUSP00000087897.5
117229	ENSMUSP00000112560.2
117586	ENSMUSP00000094151.4
117589	ENSMUSP00000122395.2
117589	-
117590	ENSMUSP00000112743.2
117590	ENSMUSP00000041539.7
117591	ENSMUSP00000066872.6
117591	ENSMUSP00000063352.6
117591	ENSMUSP00000118430.2
117591	ENSMUSP00000005238.7
117591	ENSMUSP00000122723.2
117591	ENSMUSP00000116354.2
117592	ENSMUSP00000057521.4
117599	ENSMUSP00000020449.6
117600	ENSMUSP00000080389.7
117600	ENSMUSP00000020322.6
117606	ENSMUSP00000110281.3
118445	ENSMUSP00000048825.9
118446	ENSMUSP00000076367.7
118449	ENSMUSP00000142508.2
118449	ENSMUSP00000051570.8
118449	ENSMUSP00000102034.2
118451	ENSMUSP00000036725.4
118451	-
118452	ENSMUSP00000154447.3
118452	ENSMUSP00000132788.2
118452	ENSMUSP00000159442.2
118453	ENSMUSP00000103772.3
118453	ENSMUSP00000021020.7
118453	ENSMUSP00000099498.4
118453	ENSMUSP00000112566.2
118454	ENSMUSP00000104418.2
118454	ENSMUSP00000104421.3
121021	ENSMUSP00000038909.6
121022	ENSMUSP00000037631.9
140474	ENSMUSP00000159443.2
140475	ENSMUSP00000049563.4
140476	ENSMUSP00000039378.9
140477	ENSMUSP00000120320.3
140481	ENSMUSP00000095949.4
140482	ENSMUSP00000060344.8
140483	ENSMUSP00000062747.6
140483	ENSMUSP00000110142.2
140484	ENSMUSP00000053122.6
140486	ENSMUSP00000013559.3
140488	ENSMUSP00000031838.8
140489	ENSMUSP00000104506.2
140491	ENSMUSP00000049054.5
140492	ENSMUSP00000148153.2
140493	ENSMUSP00000000811.8
140494	ENSMUSP00000039381.5
140497	ENSMUSP00000090121.4
140498	ENSMUSP00000106122.2
140498	ENSMUSP00000144536.2
140498	ENSMUSP00000067897.4
140499	ENSMUSP00000101208.3
140499	ENSMUSP00000127712.2
140499	ENSMUSP00000099464.2
140499	ENSMUSP00000101207.2
140499	ENSMUSP00000112785.2
140499	ENSMUSP00000024056.4
140500	ENSMUSP00000101209.4
140500	-
140546	ENSMUSP00000042796.9
140546	-
140557	ENSMUSP00000023068.7
140559	ENSMUSP00000041232.10
140570	ENSMUSP00000051731.10
140570	ENSMUSP00000104955.2
140571	ENSMUSP00000002079.7
140577	ENSMUSP00000041300.5
140577	ENSMUSP00000081802.2
140577	ENSMUSP00000081801.2
140579	ENSMUSP00000099380.3
140579	ENSMUSP00000091887.5
140579	ENSMUSP00000073691.7
140580	ENSMUSP00000072334.5
140580	ENSMUSP00000160033.1
140629	ENSMUSP00000028761.5
140630	ENSMUSP00000149791.2
140630	ENSMUSP00000113346.2
140630	-
140630	ENSMUSP00000112632.2
140703	ENSMUSP00000131391.2
140703	ENSMUSP00000061704.6
140709	ENSMUSP00000106732.2
140709	ENSMUSP00000052095.7
140721	ENSMUSP00000041328.5
140723	ENSMUSP00000047888.3
140723	ENSMUSP00000102353.2
140740	ENSMUSP00000019937.5
140741	ENSMUSP00000057323.7
140742	ENSMUSP00000043034.7
140742	ENSMUSP00000097515.4
140743	ENSMUSP00000127199.2
140765	ENSMUSP00000110196.3
140765	ENSMUSP00000024833.6
140780	ENSMUSP00000108598.2
140780	ENSMUSP00000037970.8
140781	ENSMUSP00000126840.2
140781	ENSMUSP00000099867.4
140792	ENSMUSP00000157132.2
140795	ENSMUSP00000066669.7
140795	ENSMUSP00000142601.2
140795	ENSMUSP00000143070.2
140795	ENSMUSP00000142934.2
140795	ENSMUSP00000088642.5
140806	ENSMUSP00000039641.6
140810	ENSMUSP00000083001.5
140810	ENSMUSP00000055032.8
140810	ENSMUSP00000028740.5
140858	ENSMUSP00000109585.4
140859	ENSMUSP00000017549.7
140887	ENSMUSP00000016664.8
140904	ENSMUSP00000106919.3
140904	ENSMUSP00000083193.4
140904	ENSMUSP00000106918.2
140917	ENSMUSP00000067695.7
140917	ENSMUSP00000029435.9
140918	ENSMUSP00000038574.8
140919	ENSMUSP00000032710.6
142681	ENSMUSP00000006638.8
142682	ENSMUSP00000040360.6
142687	ENSMUSP00000159151.2
142687	ENSMUSP00000159012.2
142688	ENSMUSP00000046476.7
142980	ENSMUSP00000147738.2
142980	ENSMUSP00000126556.2
142980	ENSMUSP00000034056.5
170439	ENSMUSP00000071351.3
170441	ENSMUSP00000029196.5
170442	ENSMUSP00000046302.3
170458	ENSMUSP00000025698.8
170459	ENSMUSP00000114109.2
170459	ENSMUSP00000025236.3
170459	ENSMUSP00000114131.2
170460	ENSMUSP00000074872.8
170461	ENSMUSP00000130991.3
170461	ENSMUSP00000126055.2
170461	ENSMUSP00000134511.2
170461	ENSMUSP00000110609.3
170472	ENSMUSP00000021097.4
170483	ENSMUSP00000048576.2
170484	ENSMUSP00000027896.5
170571	ENSMUSP00000034225.7
170574	ENSMUSP00000154859.2
170574	ENSMUSP00000077596.6
170625	ENSMUSP00000104864.4
170638	ENSMUSP00000051487.3
170639	ENSMUSP00000133255.2
170639	ENSMUSP00000058085.8
170643	ENSMUSP00000103243.3
170643	ENSMUSP00000125525.2
170644	ENSMUSP00000155263.2
170644	ENSMUSP00000061843.6
170644	ENSMUSP00000155223.2
170648	ENSMUSP00000071767.5
170651	ENSMUSP00000075543.3
170654	ENSMUSP00000056250.3
170656	ENSMUSP00000077524.3
170657	ENSMUSP00000132718.2
170676	ENSMUSP00000134963.2
170677	ENSMUSP00000022337.10
170706	ENSMUSP00000050862.8
170707	ENSMUSP00000101466.2
170707	ENSMUSP00000055016.7
170711	ENSMUSP00000057282.8
170716	ENSMUSP00000074733.7
170718	ENSMUSP00000159209.2
170718	ENSMUSP00000028892.5
170719	ENSMUSP00000087553.6
170719	ENSMUSP00000130456.2
170719	ENSMUSP00000126266.2
170719	ENSMUSP00000105926.3
170719	ENSMUSP00000155237.2
170719	ENSMUSP00000022918.8
170719	ENSMUSP00000155424.2
170719	ENSMUSP00000155161.2
170720	ENSMUSP00000101857.2
170721	ENSMUSP00000113806.2
170721	ENSMUSP00000021646.6
170722	ENSMUSP00000108788.2
170725	ENSMUSP00000129549.2
170725	ENSMUSP00000047164.8
170728	ENSMUSP00000060940.6
170729	ENSMUSP00000094093.4
170731	ENSMUSP00000030884.4
170731	ENSMUSP00000101340.2
170731	ENSMUSP00000101341.3
170732	ENSMUSP00000042575.2
170733	ENSMUSP00000014687.5
170733	ENSMUSP00000114108.3
170734	ENSMUSP00000072449.6
170734	ENSMUSP00000126044.3
170735	ENSMUSP00000109398.2
170736	ENSMUSP00000023072.7
170737	ENSMUSP00000126684.2
170737	ENSMUSP00000127956.2
170737	ENSMUSP00000132939.2
170737	ENSMUSP00000133993.2
170737	ENSMUSP00000134634.2
170737	ENSMUSP00000092799.6
170737	ENSMUSP00000133309.2
170738	ENSMUSP00000074563.4
170738	ENSMUSP00000108073.2
170740	ENSMUSP00000121717.2
170740	ENSMUSP00000117179.2
170740	ENSMUSP00000005399.4
170741	ENSMUSP00000106606.3
170742	ENSMUSP00000068187.7
170743	ENSMUSP00000107787.2
170743	ENSMUSP00000107789.2
170743	ENSMUSP00000061853.6
170744	ENSMUSP00000107793.2
170745	ENSMUSP00000110652.4
170745	ENSMUSP00000076951.5
170745	ENSMUSP00000110650.2
170748	ENSMUSP00000150121.2
170748	ENSMUSP00000044228.4
170749	ENSMUSP00000090478.6
170749	ENSMUSP00000112902.2
170749	ENSMUSP00000099468.4
170750	ENSMUSP00000138250.2
170750	ENSMUSP00000158390.2
170750	-
170750	ENSMUSP00000158501.2
170752	ENSMUSP00000112727.2
170753	ENSMUSP00000041242.8
170755	ENSMUSP00000127462.2
170755	ENSMUSP00000126861.2
170755	ENSMUSP00000130078.2
170756	ENSMUSP00000107521.3
170756	ENSMUSP00000075428.6
170756	ENSMUSP00000064714.8
170757	ENSMUSP00000041939.8
170758	ENSMUSP00000018156.6
170759	ENSMUSP00000034326.7
170759	-
170760	ENSMUSP00000027780.5
170761	ENSMUSP00000034618.5
170762	ENSMUSP00000128819.2
170763	ENSMUSP00000138087.2
170765	ENSMUSP00000023660.9
170767	ENSMUSP00000040917.5
170768	ENSMUSP00000138893.3
170768	ENSMUSP00000142079.2
170768	ENSMUSP00000050926.8
170768	ENSMUSP00000137130.3
170768	ENSMUSP00000126305.3
170768	ENSMUSP00000028114.7
170768	ENSMUSP00000142296.2
170768	ENSMUSP00000110495.3
170770	ENSMUSP00000002152.7
170771	ENSMUSP00000027226.6
170772	ENSMUSP00000125079.2
170772	ENSMUSP00000124167.2
170772	ENSMUSP00000069444.9
170776	ENSMUSP00000039861.8
170779	ENSMUSP00000011445.7
170780	ENSMUSP00000033888.5
170786	ENSMUSP00000012847.2
170787	ENSMUSP00000080832.6
170787	-
170787	-
170787	-
170788	ENSMUSP00000060769.6
170788	ENSMUSP00000142552.2
170789	ENSMUSP00000017451.7
170789	ENSMUSP00000099383.5
170789	-
170790	ENSMUSP00000047667.7
170791	ENSMUSP00000029149.7
170791	ENSMUSP00000119298.2
170791	ENSMUSP00000105216.3
170799	ENSMUSP00000112946.2
170799	ENSMUSP00000112419.2
170812	ENSMUSP00000159842.1
170813	ENSMUSP00000140508.2
170822	ENSMUSP00000026507.8
170822	ENSMUSP00000113265.4
170822	ENSMUSP00000142708.2
170823	ENSMUSP00000080766.3
170823	ENSMUSP00000098509.4
170823	ENSMUSP00000077168.7
170823	-
170826	ENSMUSP00000069431.6
170826	ENSMUSP00000074771.7
170828	ENSMUSP00000110393.3
170828	ENSMUSP00000033465.4
170829	ENSMUSP00000047992.5
170833	ENSMUSP00000148237.2
170833	ENSMUSP00000067752.7
170834	ENSMUSP00000036529.3
170835	ENSMUSP00000046625.6
170835	ENSMUSP00000139302.2
170930	ENSMUSP00000115044.2
170935	ENSMUSP00000106361.3
170935	ENSMUSP00000113443.2
170935	ENSMUSP00000010969.9
170936	ENSMUSP00000119114.2
170938	ENSMUSP00000112926.2
170939	ENSMUSP00000076896.5
170947	ENSMUSP00000063108.8
170952	ENSMUSP00000074017.4
170952	-
171095	ENSMUSP00000055343.8
171095	ENSMUSP00000145038.2
171166	ENSMUSP00000038801.5
171167	ENSMUSP00000069816.6
171167	ENSMUSP00000125265.2
171167	ENSMUSP00000106156.3
171167	ENSMUSP00000124437.2
171168	ENSMUSP00000062037.5
171170	ENSMUSP00000110525.2
171170	ENSMUSP00000110526.3
171170	ENSMUSP00000138520.2
171171	ENSMUSP00000088688.3
171171	ENSMUSP00000099937.2
171171	ENSMUSP00000035468.3
171180	ENSMUSP00000055237.4
171183	ENSMUSP00000076691.2
171184	ENSMUSP00000153849.2
171185	ENSMUSP00000071362.2
171186	ENSMUSP00000154495.2
171187	ENSMUSP00000078619.3
171188	ENSMUSP00000078536.2
171189	ENSMUSP00000154103.2
171190	ENSMUSP00000052301.4
171191	ENSMUSP00000153775.2
