GeneID	Ensembl_protein_identifier
115486706	-
115486707	-
115486708	-
115486709	-
115486710	-
115486711	-
115486712	-
115486713	-
115486714	-
115486716	-
115486717	-
115486718	-
115486719	-
115486720	-
115486721	-
115486722	-
115486723	-
115486724	-
115486725	-
115486727	-
115486728	-
115486729	-
115486730	-
115486731	-
115486732	-
115486733	-
115486734	-
115486735	-
115486736	-
115486738	-
115486739	-
115486740	-
115486741	-
115486742	-
115486743	-
115486744	-
115486745	-
115486748	-
115486749	-
115486750	-
115486751	-
115486752	-
115486753	-
115486754	-
115486755	-
115486757	-
115486758	-
115486759	-
115486760	-
115486761	-
115486762	-
115486763	-
115486764	-
115486765	-
115486766	-
115486767	-
115486768	-
115486769	-
115486770	-
115486771	-
115486772	-
115486773	-
115486774	-
115486775	-
115486776	-
115486777	-
115486778	-
115486779	-
115486780	-
115486781	-
115486782	-
115486783	-
115486784	-
115486785	-
115486786	-
115486787	-
115486788	-
115486789	-
115486790	-
115486791	-
115486792	-
115486793	-
115486794	-
115486795	-
115486796	-
115486797	-
115486798	-
115486799	-
115486800	-
115486801	-
115486802	-
115486803	-
115486804	-
115486805	-
115486806	-
115486807	-
115486808	-
115486809	-
115486810	-
115486811	-
115486812	-
115486813	-
115486814	-
115486815	-
115486816	-
115486817	-
115486818	-
115486819	-
115486820	-
115486821	-
115486822	-
115486823	-
115486824	-
115486825	-
115486826	-
115486827	-
115486828	-
115486829	-
115486835	-
115486839	-
115486840	-
115486841	-
115486842	-
115486843	-
115486844	-
115486845	-
115486847	-
115486848	-
115486849	-
115486850	-
115486851	-
115486852	-
115486853	-
115486854	-
115486855	-
115486856	-
115486860	-
115486861	-
115486878	-
115486879	-
115486882	-
115486884	-
115486886	-
115486898	-
115486898	-
115486898	-
115486907	-
115486909	-
115486909	-
115486910	-
115486912	-
115486919	-
115486937	-
115486941	-
115486942	-
115486948	-
115486952	-
115486954	-
115486954	-
115486959	-
115486979	-
115486981	-
115486983	-
115486984	-
115486985	-
115486986	-
115486987	-
115486988	-
115486993	-
115486995	-
115486996	-
115486997	-
115486998	-
115486999	-
115487000	-
115487001	-
115487002	-
115487003	-
115487004	-
115487005	-
115487006	-
115487007	-
115487008	-
115487009	-
115487010	-
115487011	-
115487012	-
115487013	-
115487014	-
115487015	-
115487016	-
115487017	-
115487018	-
115487019	-
115487020	-
115487021	-
115487022	-
115487023	-
115487024	-
115487025	-
115487026	-
115487027	-
115487028	-
115487029	-
115487030	-
115487031	-
115487032	-
115487033	-
115487034	-
115487035	-
115487037	-
115487038	-
115487039	-
115487040	-
115487041	-
115487042	-
115487043	-
115487044	-
115487045	-
115487046	-
115487047	-
115487048	-
115487049	-
115487050	-
115487051	-
115487056	-
115487057	-
115487058	-
115487059	-
115487061	-
115487062	-
115487063	-
115487064	-
115487065	-
115487066	-
115487067	-
115487068	-
115487069	-
115487070	-
115487071	-
115487072	-
115487073	-
115487074	-
115487075	-
115487076	-
115487077	-
115487085	-
115487091	-
115487093	-
115487113	-
115487117	-
115487119	-
115487123	-
115487132	-
115487137	-
115487141	-
115487143	-
115487145	-
115487146	-
115487147	-
115487150	-
115487157	-
115487164	ENSMUSP00000146390.3
115487174	-
115487188	-
115487203	-
115487215	-
115487218	-
115487221	-
115487233	-
115487234	-
115487235	-
115487236	-
115487237	-
115487238	-
115487239	-
115487240	-
115487241	-
115487242	-
115487243	-
115487245	-
115487246	-
115487247	-
115487248	-
115487249	-
115487250	-
115487251	-
115487252	-
115487253	-
115487254	-
115487255	-
115487256	-
115487257	-
115487258	-
115487259	-
115487260	-
115487261	-
115487262	-
115487263	-
115487264	-
115487265	-
115487267	-
115487268	-
115487269	-
115487270	-
115487271	-
115487272	-
115487273	-
115487275	-
115487276	-
115487277	-
115487278	-
115487279	-
115487280	-
115487281	-
115487282	-
115487283	-
115487284	-
115487287	-
115487289	-
115487299	-
115487300	-
115487301	-
115487303	-
115487304	-
115487306	-
115487307	-
115487308	-
115487309	-
115487310	-
115487311	-
115487312	-
115487314	-
115487317	-
115487318	-
115487320	-
115487321	-
115487322	-
115487325	-
115487326	-
115487327	-
115487328	-
115487329	-
115487330	-
115487331	-
115487332	-
115487333	-
115487334	-
115487335	-
115487336	-
115487337	-
115487338	-
115487339	-
115487340	-
115487341	-
115487342	-
115487343	-
115487344	-
115487345	-
115487358	-
115487376	-
115487377	-
115487380	-
115487391	-
115487405	-
115487422	-
115487441	-
115487443	-
115487453	-
115487461	-
115487469	-
115487470	-
115487486	-
115487488	-
115487489	-
115487490	-
115487491	-
115487492	-
115487493	-
115487494	-
115487495	-
115487496	-
115487497	-
115487498	-
115487499	-
115487500	-
115487501	-
115487502	-
115487503	-
115487504	-
115487505	-
115487506	-
115487507	-
115487508	-
115487509	-
115487512	-
115487513	-
115487514	-
115487515	-
115487516	-
115487517	-
115487518	-
115487519	-
115487520	-
115487521	-
115487522	-
115487523	-
115487526	-
115487529	-
115487530	-
115487531	-
115487532	-
115487533	-
115487534	-
115487535	-
115487536	-
115487537	-
115487538	-
115487539	-
115487540	-
115487542	-
115487543	-
115487549	-
115487550	-
115487551	-
115487552	-
115487553	-
115487554	-
115487555	-
115487556	-
115487557	-
115487558	-
115487559	-
115487560	-
115487561	-
115487562	-
115487563	-
115487564	-
115487565	-
115487566	-
115487567	-
115487568	-
115487569	-
115487570	-
115487571	-
115487572	-
115487573	-
115487574	-
115487576	-
115487577	-
115487578	-
115487579	-
115487580	-
115487581	-
115487582	-
115487583	-
115487584	-
115487585	-
115487586	-
115487587	-
115487588	-
115487589	-
115487590	-
115487591	-
115487592	-
115487593	-
115487594	-
115487595	-
115487596	-
115487597	-
115487598	-
115487599	-
115487600	-
115487601	-
115487602	-
115487603	-
115487604	-
115487605	-
115487606	-
115487607	-
115487608	-
115487609	-
115487610	-
115487611	-
115487612	-
115487613	-
115487614	-
115487615	-
115487616	-
115487617	-
115487618	-
115487619	-
115487620	-
115487621	-
115487622	-
115487623	-
115487624	-
115487625	-
115487626	-
115487627	-
115487628	-
115487629	-
115487630	-
115487631	-
115487633	-
115487635	-
115487636	-
115487638	-
115487639	-
115487640	-
115487641	-
115487642	-
115487643	-
115487644	-
115487645	-
115487646	-
115487647	-
115487648	-
115487649	-
115487650	-
115487651	-
115487652	-
115487653	-
115487657	-
115487663	-
115487666	-
115487667	-
115487668	-
115487670	-
115487671	-
115487672	-
115487673	-
115487676	-
115487677	-
115487678	-
115487679	-
115487680	-
115487682	-
115487683	-
115487685	-
115487686	-
115487687	-
115487688	-
115487689	-
115487690	-
115487691	-
115487693	-
115487696	-
115487699	-
115487700	-
115487701	-
115487702	-
115487703	-
115487704	-
115487705	-
115487706	-
115487707	-
115487708	-
115487709	-
115487710	-
115487711	-
115487712	-
115487713	-
115487714	-
115487717	-
115487721	-
115487727	-
115487733	-
115487747	-
115487758	-
115487759	-
115487777	-
115487787	-
115487801	-
115487806	-
115487808	-
115487824	-
115487836	-
115487837	-
115487838	-
115487839	-
115487840	-
115487841	-
115487842	-
115487843	-
115487844	-
115487845	-
115487846	-
115487847	-
115487848	-
115487849	-
115487850	-
115487851	-
115487852	-
115487853	-
115487854	-
115487855	-
115487856	-
115487858	-
115487859	-
115487860	-
115487861	-
115487862	-
115487863	-
115487864	-
115487865	-
115487866	-
115487867	-
115487868	-
115487869	-
115487870	-
115487871	-
115487872	-
115487873	-
115487874	-
115487875	-
115487876	-
115487877	-
115487878	-
115487879	-
115487881	-
115487882	-
115487883	-
115487884	-
115487885	-
115487886	-
115487887	-
115487888	-
115487889	-
115487890	-
115487891	-
115487892	-
115487893	-
115487894	-
115487900	-
115487901	-
115487902	-
115487904	-
115487905	-
115487906	-
115487907	-
115487908	-
115487909	-
115487910	-
115487911	-
115487912	-
115487913	-
115487914	-
115487915	-
115487916	-
115487917	-
115487918	-
115487919	-
115487920	-
115487921	-
115487922	-
115487926	-
115487927	-
115487930	-
115487931	-
115487932	-
115487933	-
115487934	-
115487935	-
115487936	-
115487937	-
115487938	-
115487939	-
115487940	-
115487941	-
115487942	-
115487950	-
115487968	-
115487969	-
115487990	-
115488015	-
115488030	-
115488031	-
115488032	-
115488033	-
115488034	-
115488035	-
115488036	-
115488037	-
115488038	-
115488039	-
115488040	-
115488041	-
115488042	-
115488043	-
115488044	-
115488045	-
115488046	-
115488047	-
115488048	-
115488049	-
115488050	-
115488051	-
115488052	-
115488053	-
115488054	-
115488055	-
115488056	-
115488057	-
115488058	-
115488059	-
115488062	-
115488063	-
115488064	-
115488066	-
115488073	-
115488074	-
115488075	-
115488077	-
115488078	-
115488079	-
115488080	-
115488081	-
115488082	-
115488083	-
115488084	-
115488085	-
115488086	-
115488090	-
115488091	-
115488092	-
115488093	-
115488094	-
115488095	-
115488096	-
115488097	-
115488098	-
115488099	-
115488100	-
115488101	-
115488102	-
115488103	-
115488104	-
115488105	-
115488106	-
115488107	-
115488108	-
115488109	-
115488110	-
115488111	-
115488112	-
115488113	-
115488114	-
115488115	-
115488117	-
115488118	-
115488126	-
115488132	-
115488135	-
115488138	-
115488147	-
115488153	-
115488172	-
115488175	-
115488184	-
115488188	-
115488189	-
115488189	-
115488197	-
115488198	-
115488201	-
115488204	ENSMUSP00000147916.2
115488211	-
115488212	-
115488213	-
115488214	-
115488215	-
115488216	-
115488217	-
115488218	-
115488219	-
115488226	-
115488233	-
115488234	-
115488236	-
115488237	-
115488238	-
115488240	-
115488241	-
115488242	-
115488243	-
115488244	-
115488245	-
115488246	-
115488247	-
115488248	-
115488249	-
115488250	-
115488251	-
115488252	-
115488253	-
115488254	-
115488255	-
115488256	-
115488257	-
115488258	-
115488259	-
115488260	-
115488261	-
115488262	-
115488263	-
115488264	-
115488265	-
115488266	-
115488267	-
115488268	-
115488269	-
115488272	-
115488273	-
115488275	-
115488280	-
115488284	ENSMUSP00000132286.2
115488284	ENSMUSP00000159769.1
115488293	-
115488294	-
115488295	-
115488302	-
115488305	-
115488315	-
115488317	-
115488339	-
115488344	-
115488346	-
115488352	-
115488368	-
115488371	-
115488375	-
115488379	ENSMUSP00000159811.1
115488383	-
115488385	-
115488386	-
115488387	-
115488388	-
115488389	-
115488390	-
115488391	-
115488392	-
115488393	-
115488394	-
115488396	-
115488397	-
115488398	-
115488400	-
115488402	-
115488403	-
115488404	-
115488408	-
115488409	-
115488410	-
115488411	-
115488413	-
115488415	-
115488422	-
115488424	-
115488425	-
115488426	-
115488428	-
115488429	-
115488430	-
115488431	-
115488432	-
115488435	-
115488440	-
115488441	-
115488443	-
115488444	-
115488445	-
115488446	-
115488447	-
115488448	-
115488449	-
115488450	-
115488451	-
115488452	-
115488453	-
115488454	-
115488455	-
115488456	-
115488457	-
115488458	-
115488460	-
115488461	-
115488462	-
115488463	-
115488464	-
115488465	-
115488479	-
115488480	-
115488490	-
115488504	-
115488528	-
115488531	-
115488539	-
115488540	-
115488541	-
115488542	-
115488543	-
115488544	-
115488545	-
115488546	-
115488547	-
115488548	-
115488550	-
115488553	-
115488554	-
115488555	-
115488556	-
115488557	-
115488558	-
115488559	-
115488561	-
115488562	-
115488563	-
115488564	-
115488565	-
115488566	-
115488567	-
115488568	-
115488569	-
115488571	-
115488576	-
115488577	-
115488579	-
115488580	-
115488581	-
115488582	-
115488583	-
115488584	-
115488585	-
115488586	-
115488587	-
115488588	-
115488589	-
115488590	-
115488591	-
115488592	-
115488593	-
115488594	-
115488595	-
115488596	-
115488597	-
115488598	-
115488599	-
115488600	-
115488601	-
115488602	-
115488603	-
115488604	-
115488605	-
115488606	-
115488607	-
115488608	-
115488609	-
115488610	-
115488618	-
115488622	-
115488623	-
115488638	-
115488651	-
115488675	-
115488676	-
115488677	-
115488678	-
115488679	-
115488680	-
115488681	-
115488682	-
115488683	-
115488684	-
115488685	-
115488686	-
115488689	-
115488690	-
115488691	-
115488692	-
115488693	-
115488694	-
115488695	-
115488696	-
115488697	-
115488707	-
115488708	-
115488709	-
115488710	-
115488711	-
115488712	-
115488713	-
115488714	-
115488715	-
115488716	-
115488717	-
115488718	-
115488723	-
115488724	-
115488725	-
115488726	-
115488727	-
115488728	-
115488729	-
115488730	-
115488731	-
115488732	-
115488733	-
115488734	-
115488735	-
115488736	-
115488737	-
115488738	-
115488739	-
115488740	-
115488741	-
115488742	-
115488743	-
115488744	-
115488745	-
115488746	-
115488747	-
115488748	-
115488749	-
115488750	-
115488751	-
115488752	-
115488753	-
115488754	-
115488755	-
115488762	-
115488763	-
115488784	-
115488794	-
115488796	-
115488797	-
115488805	-
115488806	-
115488809	-
115488828	-
115488829	-
115488830	-
115488831	-
115488832	-
115488833	-
115488834	-
115488835	-
115488836	-
115488837	-
115488838	-
115488839	-
115488840	-
115488841	-
115488842	-
115488845	-
115488846	-
115488847	-
115488848	-
115488849	-
115488850	-
115488852	-
115488853	-
115488854	-
115488855	-
115488858	-
115488860	-
115488861	-
115488862	-
115488863	-
115488864	-
115488865	-
115488866	-
115488867	-
115488868	-
115488869	-
115488870	-
115488871	-
115488872	-
115488873	-
115488874	-
115488875	-
115488876	-
115488877	-
115488878	-
115488879	-
115488880	-
115488881	-
115488882	-
115488883	-
115488884	-
115488885	-
115488886	-
115488887	-
115488888	-
115488889	-
115488890	-
115488891	-
115488895	-
115488907	-
115488908	-
115488914	-
115488919	-
115488921	-
115488923	-
115488926	-
115488933	-
115488935	-
115488945	-
115488946	-
115488947	-
115488951	-
115488959	-
115488961	-
115488962	-
115488965	-
115488966	-
115488967	-
115488968	-
115488969	-
115488970	-
115488971	-
115488972	-
115488973	-
115488974	-
115488975	-
115488976	-
115488977	-
115488978	-
115488979	-
115488981	-
115488982	-
115488983	-
115488984	-
115488985	-
115488986	-
115488987	-
115488988	-
115488989	-
115488990	-
115488991	-
115488992	-
115488993	-
115488994	-
115488997	-
115488998	-
115488999	-
115489000	-
115489001	-
115489002	-
115489003	-
115489003	-
115489008	-
115489015	-
115489015	-
115489024	-
115489045	-
115489046	-
115489053	-
115489055	-
115489060	-
115489061	-
115489062	-
115489063	-
115489064	-
115489065	-
115489066	-
115489067	-
115489068	-
115489069	-
115489070	-
115489071	-
115489072	-
115489073	-
115489074	-
115489075	-
115489076	-
115489077	-
115489078	-
115489079	-
115489081	-
115489082	-
115489083	-
115489084	-
115489085	-
115489086	-
115489087	-
115489088	-
115489089	-
115489090	-
115489091	-
115489092	-
115489103	-
115489116	-
115489118	-
115489146	-
115489154	-
115489156	-
115489157	-
115489158	-
115489159	-
115489160	-
115489161	-
115489162	-
115489163	-
115489164	-
115489165	-
115489166	-
115489167	-
115489168	-
115489169	-
115489170	-
115489171	-
115489172	-
115489173	-
115489174	-
115489175	-
115489176	-
115489177	-
115489178	-
115489179	-
115489180	-
115489181	-
115489182	-
115489183	-
115489184	-
115489185	-
115489186	-
115489187	-
115489188	-
115489189	-
115489190	-
115489191	-
115489192	-
115489193	-
115489194	-
115489195	-
115489196	-
115489197	-
115489198	-
115489199	-
115489200	-
115489201	-
115489202	-
115489203	-
115489204	-
115489205	-
115489206	-
115489207	-
115489208	-
115489209	-
115489210	-
115489211	-
115489212	-
115489213	-
115489214	-
115489215	-
115489216	-
115489217	-
115489218	-
115489219	-
115489220	-
115489235	-
115489237	-
115489238	-
115489239	-
115489240	-
115489241	-
115489242	-
115489243	-
115489244	-
115489245	-
115489246	-
115489248	-
115489249	-
115489250	-
115489251	-
115489252	-
115489253	-
115489254	-
115489255	-
115489256	-
115489257	-
115489258	-
115489259	-
115489260	-
115489261	-
115489266	-
115489271	-
115489272	-
115489273	-
115489274	-
115489275	-
115489276	-
115489277	-
115489278	-
115489279	-
115489280	-
115489281	-
115489282	-
115489288	-
115489289	-
115489294	-
115489298	-
115489299	-
115489302	-
115489305	-
115489306	-
115489319	-
115489324	-
115489348	-
115489349	-
115489366	-
115489367	-
115489368	-
115489369	-
115489370	-
115489375	-
115489377	-
115489378	-
115489379	-
115489381	-
115489385	-
115489423	-
115489424	-
115489440	-
115489450	-
115489452	-
115489455	-
115489459	-
115489463	-
115489478	-
115489479	-
115489493	-
115489514	-
115489527	-
115489533	-
115489547	ENSMUSP00000104591.3
115489548	-
115489555	-
115489556	-
115489559	-
115489560	-
115489561	-
115489563	-
115489564	-
115489565	-
115489566	-
115489567	-
115489568	-
115489569	-
115489570	-
115489571	-
115489572	-
115489573	-
115489574	-
115489575	-
115489576	-
115489577	-
115489578	-
115489579	-
115489581	-
115489582	-
115489583	-
115489584	-
115489585	-
115489586	-
115489587	-
115489589	-
115489590	-
115489591	-
115489592	-
115489593	-
115489597	-
115489598	-
115489599	-
115489600	-
115489601	-
115489602	-
115489603	-
115489604	-
115489605	-
115489606	-
115489607	-
115489609	-
115489610	-
115489611	-
115489612	-
115489613	-
115489614	-
115489620	-
115489624	-
115489625	-
115489626	-
115489628	-
115489630	-
115489631	-
115489632	-
115489634	-
115489635	-
115489636	-
115489637	-
115489638	-
115489639	-
115489641	-
115489643	-
115489644	-
115489645	-
115489646	-
115489647	-
115489650	-
115489653	-
115489654	-
115489655	-
115489656	-
115489657	-
115489658	-
115489659	-
115489660	-
115489661	-
115489662	-
115489663	-
115489664	-
115489665	-
115489666	-
115489667	-
115489668	-
115489669	-
115489670	-
115489671	-
115489672	-
115489679	-
115489691	-
115489693	-
115489694	-
115489704	-
115489705	-
115489714	-
115489721	-
115489730	-
115489730	-
115489739	-
115489742	-
115489745	-
115489751	-
115489752	-
115489753	-
115489754	-
115489755	-
115489756	-
115489757	-
115489758	-
115489759	-
